subset,k,aic
"('HMLLag3', 'VolumeLag3', 'CloseEMA2')",3,5482.74245838513
"('CloseLag1', 'HMLLag2', 'HMLLag3')",3,5482.742606751194
"('CloseLag3', 'HMLLag2', 'HMLLag3')",3,5482.74308071671
"('HMLLag1', 'OMCLag1', 'CloseEMA8')",3,5482.743227193022
"('CloseLag1', 'HMLLag3', 'VolumeLag3')",3,5482.744056672756
"('HMLLag2', 'HMLLag3', 'CloseEMA4')",3,5482.744238067598
"('CloseLag2', 'HMLLag3', 'CloseEMA4')",3,5482.744436464887
"('CloseLag2', 'VolumeLag3', 'CloseEMA8')",3,5482.7447446084925
"('CloseLag3', 'HMLLag3', 'VolumeLag3')",3,5482.744885694282
"('HMLLag2', 'OMCLag1', 'CloseEMA2')",3,5482.745359309074
"('CloseLag1', 'HMLLag2', 'OMCLag1')",3,5482.745988913464
"('HMLLag3', 'VolumeLag3', 'CloseEMA4')",3,5482.746004185458
"('CloseLag1', 'HMLLag1', 'CloseEMA8')",3,5482.747621635342
"('HMLLag2', 'OMCLag1', 'CloseEMA4')",3,5482.748901234603
"('CloseLag2', 'HMLLag2', 'OMCLag1')",3,5482.748935292158
"('HMLLag2', 'HMLLag3', 'CloseEMA8')",3,5482.749721273343
"('CloseEMA2', 'CloseEMA4', 'CloseEMA8')",3,5482.750324403551
"('CloseLag3', 'HMLLag2', 'OMCLag1')",3,5482.750669886483
"('CloseLag2', 'OMCLag3', 'CloseEMA8')",3,5482.751292824295
"('HMLLag3', 'VolumeLag3', 'CloseEMA8')",3,5482.752004095392
"('CloseLag2', 'HMLLag3', 'OMCLag3')",3,5482.7529469821075
"('HMLLag3', 'OMCLag3', 'CloseEMA2')",3,5482.753052525229
"('VolumeLag3', 'CloseEMA4', 'CloseEMA8')",3,5482.754006706706
"('CloseLag1', 'HMLLag3', 'CloseEMA4')",3,5482.754055545481
"('CloseLag3', 'HMLLag2', 'CloseEMA8')",3,5482.754099983618
"('HMLLag2', 'OMCLag1', 'CloseEMA8')",3,5482.754168952417
"('CloseLag1', 'HMLLag3', 'OMCLag3')",3,5482.754476459028
"('HMLLag1', 'CloseEMA2', 'CloseEMA4')",3,5482.754677098727
"('CloseLag1', 'HMLLag2', 'CloseEMA8')",3,5482.7550217179105
"('CloseLag3', 'HMLLag3', 'OMCLag3')",3,5482.755121908791
"('HMLLag2', 'CloseEMA2', 'CloseEMA4')",3,5482.755738038526
"('HMLLag3', 'OMCLag3', 'CloseEMA4')",3,5482.75578829488
"('CloseLag2', 'CloseLag3', 'HMLLag3')",3,5482.756822906893
"('CloseLag1', 'HMLLag3', 'CloseEMA2')",3,5482.757533787651
"('CloseLag1', 'CloseLag2', 'HMLLag3')",3,5482.75961375409
"('CloseLag3', 'HMLLag3', 'CloseEMA2')",3,5482.760253385086
"('HMLLag3', 'OMCLag3', 'CloseEMA8')",3,5482.760343052187
"('OMCLag3', 'CloseEMA4', 'CloseEMA8')",3,5482.760947979567
"('CloseLag1', 'CloseEMA4', 'CloseEMA8')",3,5482.761098966794
"('CloseLag2', 'HMLLag3', 'CloseEMA2')",3,5482.761506021376
"('CloseLag1', 'CloseLag3', 'HMLLag3')",3,5482.762889954921
"('CloseLag3', 'HMLLag3', 'CloseEMA4')",3,5482.763125831244
"('CloseLag2', 'HMLLag1', 'HMLLag2')",3,5482.767503341745
"('HMLLag1', 'HMLLag2', 'CloseEMA2')",3,5482.768374740565
"('CloseLag3', 'HMLLag1', 'HMLLag2')",3,5482.769183927071
"('CloseLag1', 'HMLLag1', 'HMLLag2')",3,5482.76984737034
"('OMCLag3', 'VolumeLag1', 'VolumeLag2')",3,5482.770618357577
"('HMLLag1', 'HMLLag2', 'CloseEMA4')",3,5482.771130100889
"('HMLLag3', 'OMCLag3', 'VolumeLag1')",3,5482.771887912481
"('HMLLag1', 'OMCLag3', 'VolumeLag1')",3,5482.77532035349
"('CloseLag1', 'OMCLag1', 'CloseEMA4')",3,5482.775510747231
"('HMLLag3', 'OMCLag3', 'VolumeLag2')",3,5482.775664819554
"('HMLLag1', 'HMLLag2', 'CloseEMA8')",3,5482.776055067485
"('HMLLag3', 'VolumeLag1', 'VolumeLag2')",3,5482.77652660113
"('CloseLag2', 'HMLLag1', 'CloseEMA4')",3,5482.776588729647
"('HMLLag2', 'OMCLag3', 'VolumeLag1')",3,5482.776683986549
"('HMLLag1', 'VolumeLag1', 'VolumeLag2')",3,5482.779104648412
"('HMLLag2', 'VolumeLag1', 'VolumeLag2')",3,5482.779807413108
"('HMLLag2', 'HMLLag3', 'VolumeLag1')",3,5482.780665075378
"('HMLLag1', 'OMCLag3', 'VolumeLag2')",3,5482.780748170284
"('HMLLag2', 'OMCLag3', 'VolumeLag2')",3,5482.780839833664
"('HMLLag1', 'HMLLag3', 'VolumeLag1')",3,5482.782329237508
"('HMLLag1', 'HMLLag2', 'VolumeLag1')",3,5482.784576240638
"('HMLLag2', 'HMLLag3', 'VolumeLag2')",3,5482.7849494643
"('HMLLag1', 'HMLLag3', 'VolumeLag2')",3,5482.785523665549
"('VolumeLag3', 'CloseEMA2', 'CloseEMA8')",3,5482.785895873911
"('CloseLag2', 'HMLLag1', 'VolumeLag3')",3,5482.786354397357
"('HMLLag1', 'VolumeLag3', 'CloseEMA2')",3,5482.787297984758
"('CloseLag3', 'HMLLag1', 'VolumeLag3')",3,5482.787772335156
"('CloseLag1', 'HMLLag1', 'VolumeLag3')",3,5482.7885012743045
"('CloseLag2', 'HMLLag2', 'CloseEMA4')",3,5482.789324310521
"('HMLLag1', 'VolumeLag3', 'CloseEMA4')",3,5482.78990347605
"('HMLLag1', 'HMLLag2', 'VolumeLag2')",3,5482.789961755593
"('CloseLag1', 'CloseEMA2', 'CloseEMA8')",3,5482.790434366374
"('CloseLag1', 'CloseLag2', 'HMLLag1')",3,5482.793679106863
"('OMCLag3', 'CloseEMA2', 'CloseEMA8')",3,5482.793700529752
"('CloseLag1', 'HMLLag1', 'CloseEMA4')",3,5482.793776911638
"('HMLLag1', 'VolumeLag3', 'CloseEMA8')",3,5482.7948053179625
"('CloseLag2', 'HMLLag1', 'OMCLag3')",3,5482.795379302423
"('CloseLag1', 'HMLLag1', 'CloseEMA2')",3,5482.7958045733185
"('CloseLag3', 'HMLLag1', 'CloseEMA4')",3,5482.796006712351
"('HMLLag1', 'OMCLag3', 'CloseEMA2')",3,5482.796170579291
"('CloseLag2', 'CloseLag3', 'HMLLag1')",3,5482.796330322247
"('CloseLag3', 'HMLLag1', 'OMCLag3')",3,5482.796640549566
"('CloseLag2', 'HMLLag2', 'VolumeLag3')",3,5482.796803831181
"('CloseLag1', 'HMLLag1', 'OMCLag3')",3,5482.797241739599
"('HMLLag2', 'VolumeLag3', 'CloseEMA2')",3,5482.797329422813
"('CloseLag2', 'HMLLag1', 'CloseEMA2')",3,5482.7977094829685
"('HMLLag1', 'OMCLag3', 'CloseEMA4')",3,5482.7982901153955
"('CloseLag1', 'HMLLag2', 'VolumeLag3')",3,5482.798829872765
"('CloseLag3', 'HMLLag2', 'VolumeLag3')",3,5482.798943073147
"('CloseLag3', 'HMLLag1', 'CloseEMA2')",3,5482.798998319095
"('CloseLag1', 'CloseLag3', 'HMLLag1')",3,5482.799360614784
"('HMLLag2', 'VolumeLag3', 'CloseEMA4')",3,5482.800185060767
"('HMLLag1', 'OMCLag3', 'CloseEMA8')",3,5482.80223997296
"('CloseLag1', 'CloseLag2', 'OMCLag1')",3,5482.804785645235
"('CloseLag1', 'HMLLag2', 'CloseEMA2')",3,5482.805116554444
"('CloseLag2', 'CloseLag3', 'HMLLag2')",3,5482.805198687827
"('HMLLag2', 'VolumeLag3', 'CloseEMA8')",3,5482.805223186093
"('CloseLag1', 'HMLLag2', 'CloseEMA4')",3,5482.805504738702
"('CloseLag1', 'CloseLag2', 'HMLLag2')",3,5482.8058277727105
"('CloseLag2', 'HMLLag2', 'OMCLag3')",3,5482.806441823914
"('CloseLag3', 'OMCLag1', 'CloseEMA8')",3,5482.806465050691
"('HMLLag2', 'OMCLag3', 'CloseEMA2')",3,5482.806879734193
"('CloseLag1', 'HMLLag2', 'OMCLag3')",3,5482.80817221774
"('CloseLag3', 'HMLLag2', 'OMCLag3')",3,5482.808262396421
"('HMLLag2', 'OMCLag3', 'CloseEMA4')",3,5482.809148843834
"('CloseLag3', 'HMLLag2', 'CloseEMA2')",3,5482.809641825708
"('CloseLag2', 'HMLLag2', 'CloseEMA2')",3,5482.809940567398
"('CloseLag3', 'HMLLag2', 'CloseEMA4')",3,5482.810767339029
"('CloseLag1', 'CloseLag3', 'HMLLag2')",3,5482.811712362382
"('HMLLag3', 'OMCLag1', 'OMCLag3')",3,5482.81275161771
"('HMLLag2', 'OMCLag3', 'CloseEMA8')",3,5482.813112886588
"('CloseLag1', 'CloseLag3', 'OMCLag1')",3,5482.818877139598
"('CloseLag1', 'VolumeLag3', 'CloseEMA8')",3,5482.820709122555
"('CloseLag3', 'OMCLag1', 'CloseEMA2')",3,5482.821774046249
"('HMLLag3', 'OMCLag1', 'VolumeLag3')",3,5482.822728652518
"('CloseLag2', 'OMCLag1', 'CloseEMA2')",3,5482.823127217705
"('HMLLag1', 'HMLLag3', 'OMCLag1')",3,5482.823456829091
"('HMLLag2', 'HMLLag3', 'OMCLag1')",3,5482.824058631106
"('HMLLag1', 'OMCLag1', 'OMCLag3')",3,5482.824402955486
"('HMLLag2', 'OMCLag1', 'OMCLag3')",3,5482.827291033607
"('CloseLag1', 'OMCLag3', 'CloseEMA8')",3,5482.828132395023
"('CloseLag3', 'VolumeLag3', 'CloseEMA8')",3,5482.829483550226
"('HMLLag1', 'HMLLag2', 'OMCLag1')",3,5482.831908699362
"('HMLLag1', 'OMCLag1', 'VolumeLag3')",3,5482.832028144414
"('HMLLag2', 'OMCLag1', 'VolumeLag3')",3,5482.835602504293
"('CloseLag3', 'OMCLag3', 'CloseEMA8')",3,5482.837105520921
"('VolumeLag3', 'CloseEMA2', 'CloseEMA4')",3,5482.842694744346
"('CloseLag1', 'CloseEMA2', 'CloseEMA4')",3,5482.844291469214
"('OMCLag1', 'VolumeLag3', 'CloseEMA2')",3,5482.844969149857
"('CloseLag1', 'OMCLag1', 'VolumeLag3')",3,5482.845075888585
"('OMCLag1', 'OMCLag3', 'CloseEMA2')",3,5482.84547789011
"('CloseLag1', 'OMCLag1', 'OMCLag3')",3,5482.845546201265
"('OMCLag1', 'OMCLag3', 'CloseEMA4')",3,5482.8460351540325
"('CloseLag2', 'OMCLag1', 'OMCLag3')",3,5482.8460412541635
"('CloseLag2', 'OMCLag1', 'VolumeLag3')",3,5482.8460543619885
"('OMCLag1', 'VolumeLag3', 'CloseEMA4')",3,5482.8461004004885
"('CloseLag3', 'OMCLag1', 'OMCLag3')",3,5482.846330832379
"('CloseLag3', 'OMCLag1', 'VolumeLag3')",3,5482.8466113549875
"('OMCLag1', 'OMCLag3', 'CloseEMA8')",3,5482.84686572587
"('CloseLag2', 'CloseLag3', 'OMCLag1')",3,5482.8470665927325
"('OMCLag1', 'VolumeLag3', 'CloseEMA8')",3,5482.847844925199
"('CloseLag3', 'OMCLag1', 'CloseEMA4')",3,5482.848397077198
"('OMCLag1', 'OMCLag3', 'VolumeLag3')",3,5482.849071775725
"('OMCLag3', 'CloseEMA2', 'CloseEMA4')",3,5482.849546657937
"('CloseLag1', 'OMCLag1', 'CloseEMA2')",3,5482.852811806462
"('CloseLag2', 'OMCLag1', 'CloseEMA4')",3,5482.853773557092
"('HMLLag3', 'OMCLag3', 'VolumeLag3')",3,5482.872062169173
"('HMLLag1', 'HMLLag3', 'OMCLag3')",3,5482.873143637206
"('HMLLag2', 'HMLLag3', 'OMCLag3')",3,5482.873276242014
"('HMLLag1', 'HMLLag3', 'VolumeLag3')",3,5482.880612205912
"('CloseLag1', 'CloseLag2', 'CloseEMA4')",3,5482.880765445769
"('HMLLag2', 'HMLLag3', 'VolumeLag3')",3,5482.881637257081
"('HMLLag1', 'HMLLag2', 'HMLLag3')",3,5482.88216792432
"('HMLLag1', 'HMLLag2', 'OMCLag3')",3,5482.886603568828
"('HMLLag1', 'OMCLag3', 'VolumeLag3')",3,5482.887450475215
"('CloseLag2', 'VolumeLag3', 'CloseEMA4')",3,5482.8880382765365
"('HMLLag2', 'OMCLag3', 'VolumeLag3')",3,5482.891207359455
"('CloseLag2', 'OMCLag3', 'CloseEMA4')",3,5482.891902935401
"('HMLLag1', 'HMLLag2', 'VolumeLag3')",3,5482.892280180155
"('CloseLag2', 'CloseLag3', 'CloseEMA4')",3,5482.893612508297
"('CloseLag1', 'VolumeLag3', 'CloseEMA4')",3,5482.901191624931
"('CloseLag1', 'CloseLag3', 'CloseEMA4')",3,5482.901332702285
"('CloseLag1', 'OMCLag3', 'CloseEMA4')",3,5482.905873094548
"('CloseLag2', 'CloseLag3', 'VolumeLag3')",3,5482.908680322194
"('CloseLag2', 'OMCLag3', 'VolumeLag3')",3,5482.909756244774
"('OMCLag3', 'VolumeLag3', 'CloseEMA2')",3,5482.909866344174
"('CloseLag2', 'CloseLag3', 'OMCLag3')",3,5482.909993510273
"('CloseLag1', 'OMCLag3', 'VolumeLag3')",3,5482.910134129359
"('CloseLag3', 'OMCLag3', 'VolumeLag3')",3,5482.910271448525
"('OMCLag3', 'VolumeLag3', 'CloseEMA4')",3,5482.910501055033
"('OMCLag3', 'VolumeLag3', 'CloseEMA8')",3,5482.9116601860815
"('CloseLag1', 'VolumeLag3', 'CloseEMA2')",3,5482.912244006415
"('CloseLag1', 'CloseLag2', 'VolumeLag3')",3,5482.912358895454
"('CloseLag1', 'CloseLag2', 'CloseLag3')",3,5482.912797257872
"('CloseLag1', 'OMCLag3', 'CloseEMA2')",3,5482.9132662565635
"('CloseLag1', 'CloseLag2', 'OMCLag3')",3,5482.9136617818385
"('CloseLag3', 'VolumeLag3', 'CloseEMA2')",3,5482.914202962738
"('CloseLag3', 'VolumeLag3', 'CloseEMA4')",3,5482.914698456738
"('CloseLag2', 'VolumeLag3', 'CloseEMA2')",3,5482.915713369978
"('CloseLag3', 'OMCLag3', 'CloseEMA2')",3,5482.915738967202
"('CloseLag1', 'CloseLag3', 'VolumeLag3')",3,5482.916074189475
"('CloseLag2', 'CloseLag3', 'CloseEMA2')",3,5482.91634154674
"('CloseLag3', 'OMCLag3', 'CloseEMA4')",3,5482.916753811345
"('CloseLag1', 'CloseLag2', 'CloseEMA2')",3,5482.917410760359
"('CloseLag2', 'OMCLag3', 'CloseEMA2')",3,5482.917524957489
"('CloseLag1', 'CloseLag3', 'OMCLag3')",3,5482.917711095904
"('CloseLag1', 'CloseLag3', 'CloseEMA2')",3,5482.919586092739
"('CloseLag3', 'OMCLag2', 'CloseEMA2', 'CloseEMA4')",4,5484.061199209318
"('CloseLag3', 'OMCLag2', 'VolumeLag1', 'CloseEMA8')",4,5484.106846487202
"('CloseLag3', 'OMCLag2', 'VolumeLag2', 'CloseEMA8')",4,5484.110200709645
"('OMCLag1', 'OMCLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.126787253608
"('OMCLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.128750361233
"('CloseLag3', 'OMCLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.1441594907865
"('CloseLag2', 'OMCLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.147537432738
"('OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",4,5484.147648290371
"('CloseLag1', 'OMCLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.1480931047945
"('OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",4,5484.1482582509625
"('OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.149942619248
"('HMLLag2', 'OMCLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.1565799185655
"('HMLLag3', 'OMCLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.16371748018
"('HMLLag1', 'OMCLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.168906404275
"('OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3')",4,5484.170657458453
"('CloseLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.212836796958
"('CloseLag2', 'HMLLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.213394430921
"('HMLLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",4,5484.214202979803
"('CloseLag1', 'HMLLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.216399153698
"('CloseLag3', 'HMLLag2', 'VolumeLag2', 'VolumeLag3')",4,5484.217147091893
"('HMLLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",4,5484.218347085743
"('VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",4,5484.223334741564
"('HMLLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.2255806753965
"('CloseLag2', 'HMLLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.231346290821
"('CloseLag3', 'HMLLag3', 'OMCLag2', 'VolumeLag2')",4,5484.232631280265
"('HMLLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",4,5484.232728836852
"('CloseLag3', 'HMLLag3', 'OMCLag2', 'CloseEMA8')",4,5484.232761537252
"('CloseLag3', 'HMLLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.233779816777
"('CloseLag3', 'HMLLag3', 'OMCLag2', 'VolumeLag1')",4,5484.234124888497
"('CloseLag1', 'HMLLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.23426772351
"('HMLLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",4,5484.2362548816545
"('CloseLag2', 'HMLLag3', 'VolumeLag2', 'VolumeLag3')",4,5484.238269439319
"('HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",4,5484.23847629199
"('CloseLag1', 'HMLLag3', 'VolumeLag2', 'VolumeLag3')",4,5484.240247943091
"('CloseLag3', 'HMLLag3', 'VolumeLag2', 'VolumeLag3')",4,5484.241915149223
"('HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",4,5484.242756441707
"('HMLLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.242924285954
"('HMLLag3', 'OMCLag2', 'VolumeLag2', 'CloseEMA2')",4,5484.247106703946
"('CloseLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag2')",4,5484.247535538461
"('HMLLag3', 'OMCLag2', 'VolumeLag1', 'CloseEMA2')",4,5484.248012792626
"('CloseLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1')",4,5484.248713413435
"('HMLLag3', 'OMCLag2', 'VolumeLag2', 'CloseEMA4')",4,5484.248797950645
"('CloseLag1', 'HMLLag3', 'OMCLag2', 'VolumeLag2')",4,5484.2492623816925
"('HMLLag3', 'OMCLag2', 'VolumeLag1', 'CloseEMA4')",4,5484.24977538936
"('CloseLag1', 'HMLLag3', 'OMCLag2', 'VolumeLag1')",4,5484.250109431003
"('HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.250115296755
"('HMLLag3', 'OMCLag2', 'VolumeLag2', 'CloseEMA8')",4,5484.253094093576
"('HMLLag3', 'OMCLag2', 'VolumeLag1', 'CloseEMA8')",4,5484.254119365535
"('CloseLag2', 'CloseLag3', 'OMCLag2', 'VolumeLag1')",4,5484.255385181601
"('VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",4,5484.256555332509
"('CloseLag3', 'OMCLag2', 'CloseEMA2', 'CloseEMA8')",4,5484.258440523181
"('CloseLag2', 'CloseLag3', 'OMCLag2', 'VolumeLag2')",4,5484.263307960125
"('OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",4,5484.267789386287
"('CloseLag3', 'HMLLag2', 'OMCLag2', 'VolumeLag2')",4,5484.270079326035
"('CloseLag3', 'HMLLag2', 'OMCLag2', 'CloseEMA8')",4,5484.270889561347
"('CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag2')",4,5484.273263698096
"('CloseLag3', 'HMLLag1', 'OMCLag2', 'CloseEMA8')",4,5484.27678619567
"('CloseLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",4,5484.276992757208
"('CloseLag3', 'HMLLag2', 'OMCLag2', 'VolumeLag1')",4,5484.278796500486
"('OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",4,5484.28054437057
"('CloseLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",4,5484.280578185723
"('CloseLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",4,5484.2810200870645
"('OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",4,5484.281227389909
"('CloseLag3', 'HMLLag1', 'OMCLag2', 'VolumeLag1')",4,5484.282589014185
"('OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",4,5484.283038693556
"('CloseLag2', 'HMLLag2', 'OMCLag2', 'VolumeLag2')",4,5484.284400311919
"('HMLLag2', 'OMCLag2', 'VolumeLag2', 'CloseEMA2')",4,5484.284734494415
"('HMLLag2', 'OMCLag2', 'VolumeLag2', 'CloseEMA4')",4,5484.286057912515
"('CloseLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag2')",4,5484.287133992988
"('HMLLag2', 'OMCLag2', 'VolumeLag2', 'CloseEMA8')",4,5484.2899643667615
"('CloseLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.290985078485
"('CloseLag2', 'HMLLag2', 'OMCLag2', 'VolumeLag1')",4,5484.2924726954825
"('HMLLag2', 'OMCLag2', 'VolumeLag1', 'CloseEMA2')",4,5484.292513296106
"('HMLLag2', 'OMCLag2', 'VolumeLag1', 'CloseEMA4')",4,5484.293913564604
"('CloseLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1')",4,5484.294775246318
"('CloseLag2', 'HMLLag1', 'OMCLag2', 'VolumeLag1')",4,5484.296491888323
"('CloseLag2', 'CloseLag3', 'OMCLag2', 'CloseEMA8')",4,5484.296938295394
"('HMLLag1', 'OMCLag2', 'VolumeLag1', 'CloseEMA2')",4,5484.297237808194
"('HMLLag2', 'OMCLag2', 'VolumeLag1', 'CloseEMA8')",4,5484.297857452087
"('CloseLag3', 'OMCLag2', 'CloseEMA4', 'CloseEMA8')",4,5484.298108987747
"('HMLLag1', 'OMCLag2', 'VolumeLag1', 'CloseEMA4')",4,5484.298381906327
"('CloseLag1', 'HMLLag1', 'OMCLag2', 'VolumeLag1')",4,5484.298957943789
"('HMLLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",4,5484.301378081075
"('HMLLag1', 'OMCLag2', 'VolumeLag1', 'CloseEMA8')",4,5484.302319872759
"('HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",4,5484.302378421842
"('HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",4,5484.304945883633
"('OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",4,5484.3071290605
"('CloseLag3', 'HMLLag1', 'OMCLag2', 'VolumeLag2')",4,5484.310378174881
"('CloseLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.311473725438
"('VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",4,5484.315408380198
"('OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",4,5484.318462065183
"('CloseLag1', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.318645218062
"('CloseLag3', 'OMCLag2', 'VolumeLag1', 'CloseEMA4')",4,5484.319885593026
"('CloseLag2', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.320757785585
"('OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",4,5484.320892056237
"('CloseLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.322188316442
"('CloseLag1', 'CloseLag3', 'OMCLag2', 'CloseEMA8')",4,5484.3230548456295
"('CloseLag2', 'HMLLag1', 'OMCLag2', 'VolumeLag2')",4,5484.323435434929
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag2')",4,5484.323792433387
"('CloseLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.324170172595
"('HMLLag1', 'OMCLag2', 'VolumeLag2', 'CloseEMA2')",4,5484.324372754996
"('VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",4,5484.324399309842
"('OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.3247345486325
"('OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.324770126493
"('CloseLag3', 'OMCLag2', 'VolumeLag2', 'CloseEMA4')",4,5484.324860819265
"('CloseLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.3250343763975
"('HMLLag1', 'OMCLag2', 'VolumeLag2', 'CloseEMA4')",4,5484.32544729913
"('CloseLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.325876886902
"('CloseLag1', 'HMLLag1', 'OMCLag2', 'VolumeLag2')",4,5484.326008557224
"('VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",4,5484.326332848844
"('HMLLag1', 'OMCLag2', 'VolumeLag2', 'CloseEMA8')",4,5484.329247634748
"('VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.329976768686
"('CloseLag2', 'HMLLag1', 'VolumeLag1', 'VolumeLag3')",4,5484.3327957104575
"('HMLLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",4,5484.333818593233
"('CloseLag3', 'HMLLag1', 'VolumeLag1', 'VolumeLag3')",4,5484.335246334564
"('CloseLag1', 'HMLLag1', 'VolumeLag1', 'VolumeLag3')",4,5484.335505565035
"('CloseLag3', 'OMCLag2', 'VolumeLag3', 'CloseEMA8')",4,5484.336380607336
"('CloseLag3', 'OMCLag2', 'OMCLag3', 'CloseEMA8')",4,5484.337136783313
"('HMLLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",4,5484.337681197077
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag2')",4,5484.343151457751
"('CloseLag3', 'OMCLag1', 'OMCLag2', 'CloseEMA8')",4,5484.344147188211
"('HMLLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",4,5484.344820104889
"('CloseLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",4,5484.352395378586
"('VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",4,5484.353104496659
"('OMCLag1', 'VolumeLag1', 'CloseEMA4', 'CloseEMA8')",4,5484.358379989841
"('HMLLag2', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.360365510616
"('OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3')",4,5484.362385219021
"('CloseLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",4,5484.3624066533475
"('HMLLag1', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.362673478769
"('OMCLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",4,5484.3646410119845
"('HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",4,5484.3658578115255
"('OMCLag1', 'VolumeLag1', 'CloseEMA2', 'CloseEMA8')",4,5484.371042183346
"('HMLLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",4,5484.373272241431
"('CloseLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag3')",4,5484.373520401505
